SSM_index	seg_index	subclone_ID
0	3	1
1	6	1
2	5	1
3	8	1
4	9	1
5	0	2
6	6	2
7	8	3
8	8	3
9	0	3
10	3	3
11	6	3
12	8	3
13	8	3
14	0	4
15	3	4
16	3	4
17	4	4
18	6	4
19	6	4
20	7	4
21	7	4
22	8	4
23	8	4
24	9	4
25	9	4
26	0	4
27	3	4
28	3	4
29	3	4
30	5	4
31	5	4
32	6	4
33	6	4
34	8	4
35	8	4
36	9	4
37	0	5
38	0	5
39	3	5
40	4	5
41	5	5
42	7	5
43	7	5
44	7	5
45	8	5
46	2	5
47	3	5
48	3	5
49	3	5
50	4	5
51	4	5
52	4	5
53	4	5
54	5	5
55	6	5
56	7	5
57	7	5
58	8	5
59	9	5
60	0	6
61	0	6
62	8	6
63	2	7
64	8	7
65	8	8
66	4	8
67	7	8
68	9	8
69	8	9
70	8	9
71	3	9
72	5	9
73	8	9
74	9	9
75	0	10
76	2	10
77	3	10
78	3	10
79	4	10
80	9	10
81	3	11
82	5	11
83	6	11
84	8	11
85	8	11
86	8	11
87	3	11
88	6	11
89	6	11
90	2	12
91	3	12
92	3	12
93	3	12
94	4	12
95	5	12
96	6	12
97	8	12
98	8	12
99	8	12
100	0	12
101	3	12
102	3	12
103	6	12
104	7	12
105	8	12
106	5	13
107	6	13
108	8	13
109	8	13
110	3	13
111	3	13
112	8	13
113	9	13
114	0	14
115	3	14
116	3	14
117	5	14
118	6	14
119	0	14
120	3	14
121	4	14
122	6	14
123	6	14
124	7	14
125	8	14
126	3	15
127	4	15
128	5	15
129	5	15
130	6	15
131	8	15
132	8	15
133	8	15
134	0	15
135	2	15
136	5	15
137	5	15
138	5	15
139	7	15
140	7	15
141	8	15
142	8	15
143	8	15
144	9	15
145	9	15
146	9	15
147	2	16
148	3	16
149	3	16
150	3	16
151	4	16
152	5	16
153	5	16
154	8	16
155	8	16
156	8	16
157	8	16
158	0	16
159	1	16
160	2	16
161	3	16
162	3	16
163	3	16
164	3	16
165	3	16
166	3	16
167	4	16
168	4	16
169	4	16
170	5	16
171	5	16
172	5	16
173	6	16
174	6	16
175	6	16
176	7	16
177	7	16
178	7	16
179	9	16
180	9	16
181	6	17
182	6	17
183	8	17
184	0	17
185	0	17
186	3	17
187	5	17
188	7	17
189	8	17
190	6	18
191	0	18
192	6	18
193	6	19
194	6	19
195	9	19
196	3	19
197	6	19
198	8	19
199	5	20
