subclone_ID	frequencies
1	0.072744991442	0.0135289484086
2	0.799352659044	0.903691964522
3	0.101066105014	0.0693740726318
4	0.0343965776294	0.0558946628304
5	0.491635011888	0.693902524576
6	0.410706428252	0.678496629462
7	0.382842602137	0.570037458802
8	0.335098872579	0.55788660631
9	0.334704958257	0.550528390751
10	0.241396113065	0.544170932666
11	0.220778318805	0.4909666873
12	0.156485480172	0.452258797851
13	0.149610016666	0.402462577789
14	0.112001829668	0.361818390753
15	0.0838378848703	0.3124171475
16	0.0778521036571	0.303140157083
17	0.0285699723349	0.222214744233
18	0.00651792079036	0.114050934651
19	0.162786164278	0.0809242375336
20	0.125461066257	0.00535734899683
