SSM_index	seg_index	subclone_ID
0	2	1
1	7	1
2	0	1
3	1	1
4	6	1
5	7	1
6	7	1
7	7	2
8	8	2
9	8	3
10	9	3
11	5	3
12	5	3
13	9	3
14	0	4
15	1	4
16	2	4
17	5	4
18	5	4
19	5	4
20	8	4
21	0	4
22	2	4
23	2	4
24	2	4
25	3	4
26	3	4
27	3	4
28	5	4
29	7	4
30	8	4
31	1	5
32	2	5
33	4	5
34	0	6
35	0	6
36	1	6
37	1	6
38	2	6
39	4	6
40	5	6
41	7	6
42	9	6
43	0	6
44	0	6
45	1	6
46	2	6
47	3	6
48	3	6
49	8	6
50	8	6
51	1	7
52	5	7
53	7	7
54	7	7
55	7	7
56	9	7
57	0	7
58	0	7
59	2	7
60	5	7
61	5	7
62	7	7
63	8	7
64	2	8
65	4	8
66	4	8
67	5	8
68	5	8
69	5	8
70	9	8
71	4	8
72	0	9
73	2	9
74	2	9
75	5	9
76	5	9
77	5	9
78	7	9
79	7	9
80	7	9
81	8	9
82	8	9
83	9	9
84	0	9
85	1	9
86	1	9
87	2	9
88	5	9
89	7	9
90	8	9
91	8	9
92	2	10
93	4	10
94	4	10
95	4	10
96	5	10
97	5	10
98	5	10
99	5	10
100	6	10
101	7	10
102	7	10
103	7	10
104	9	10
105	9	10
106	0	10
107	1	10
108	1	10
109	1	10
110	2	10
111	3	10
112	3	10
113	4	10
114	4	10
115	5	10
116	5	10
117	6	10
118	7	10
119	8	10
120	9	10
121	6	11
122	8	11
123	9	11
124	1	11
125	7	11
126	9	11
127	2	12
128	8	12
129	5	13
130	9	13
131	3	13
132	4	13
133	1	14
134	1	14
135	2	14
136	4	14
137	4	14
138	6	14
139	6	14
140	7	14
141	8	14
142	8	14
143	9	14
144	0	14
145	1	14
146	3	14
147	3	14
148	4	14
149	5	14
150	5	14
151	7	14
152	7	14
153	7	14
154	7	14
155	5	15
156	5	15
157	2	15
158	2	15
159	5	15
160	4	16
161	6	16
162	7	16
163	7	16
164	4	16
165	2	17
166	2	17
167	9	17
168	4	18
169	1	18
170	2	18
171	7	18
172	8	19
173	9	19
174	2	19
175	8	19
176	9	19
177	0	20
178	0	20
179	0	20
180	5	20
181	5	20
182	5	20
183	5	20
184	5	20
185	5	20
186	6	20
187	6	20
188	7	20
189	7	20
190	8	20
191	9	20
192	1	20
193	1	20
194	2	20
195	4	20
196	4	20
197	5	20
198	9	20
199	9	20
