subclone_ID	frequencies
1	0.918425568389	0.952333748996
2	0.687872140882	0.67411747961
3	0.645041611677	0.631926074704
4	0.310504835163	0.305481175803
5	0.233223587962	0.192665558309
6	0.0731117830546	0.174048962956
7	0.0534761281462	0.0644040030359
8	0.334248115682	0.222236393741
9	0.0409515821062	0.104590676474
10	0.0162058412313	0.0963485379776
11	0.194764080873	0.256335059018
12	0.189226434159	0.194798826797
13	0.0763201504234	0.187590853795
14	0.030605234971	0.0429868581408
15	0.243225508089	0.0323052124077
16	0.221989320864	0.0197714815475
17	0.159828454874	0.0113284140074
18	0.0185955334241	0.000445399047009
19	0.0290854919712	0.0941858732772
20	0.0178801901608	0.0367250107203
