subclone_ID	frequencies
1	0.0297336214041	0.0399906563475
2	0.933768774421	0.782116552531
3	0.864838123452	0.768327309051
4	0.831514176392	0.732722772681
5	0.672337479692	0.606600160755
6	0.661240346841	0.564173166531
7	0.636357063256	0.51180503695
8	0.194345511239	0.159475120612
9	0.0186039301868	0.000935175407413
10	0.129706257386	0.14975596504
11	0.0705143342642	0.0786230395321
12	0.415527358794	0.292456815878
13	0.371567573841	0.245613344227
14	0.358371944199	0.233054471728
15	0.245698138786	0.187409660037
16	0.226970527833	0.145937749569
17	0.12706137151	0.112456098979
18	0.0968142714311	0.107096778444
19	0.0893746641765	0.0792696700986
20	0.0757131671525	0.00179413035987
