subclone_ID	frequencies
1	0.947606739885	0.985565298365
2	0.202226829235	0.0539413982431
3	0.332239902924	0.52414575382
4	0.309368189892	0.485406116361
5	0.296186310137	0.437197469375
6	0.0922581345488	0.236709988981
7	0.0733724223822	0.153968251051
8	0.0652602214228	0.14673065245
9	0.391762036982	0.364417978776
10	0.35551837553	0.233365190633
11	0.0644748233664	0.103117760426
12	0.0569827459786	0.093667618455
13	0.00801959376116	0.0076065669749
14	0.159030930299	0.0984863016229
15	0.152035463735	0.0772242737272
16	0.141716177125	0.0433857289842
17	0.112719815355	0.0342305799146
18	0.0721356974152	0.00831759454487
19	0.14598262783	0.189547759318
20	0.0968045077873	0.170506936986
