SSM_index	seg_index	subclone_ID
0	0	1
1	8	1
2	1	1
3	6	1
4	7	1
5	7	2
6	7	2
7	9	2
8	11	2
9	1	2
10	4	2
11	7	2
12	2	3
13	13	3
14	15	3
15	3	3
16	4	3
17	4	3
18	8	3
19	9	3
20	10	3
21	13	3
22	1	4
23	8	4
24	8	4
25	10	4
26	13	4
27	14	4
28	15	4
29	16	4
30	17	4
31	4	4
32	4	4
33	13	4
34	13	4
35	3	5
36	4	5
37	5	5
38	9	5
39	13	5
40	19	5
41	19	5
42	19	5
43	4	5
44	11	5
45	1	6
46	5	6
47	16	6
48	15	6
49	15	6
50	18	6
51	2	7
52	4	7
53	1	8
54	4	8
55	8	8
56	9	8
57	13	8
58	13	8
59	13	8
60	17	8
61	17	8
62	19	8
63	6	8
64	17	8
65	1	9
66	4	9
67	8	9
68	8	9
69	11	9
70	15	9
71	2	9
72	6	9
73	7	9
74	6	10
75	7	10
76	13	10
77	0	11
78	1	11
79	1	11
80	2	11
81	4	11
82	5	11
83	5	11
84	9	11
85	10	11
86	11	11
87	13	11
88	17	11
89	17	11
90	2	11
91	2	11
92	4	11
93	4	11
94	5	11
95	6	11
96	7	11
97	7	11
98	9	11
99	10	11
100	10	11
101	17	11
102	18	11
103	18	11
104	4	12
105	7	12
106	7	12
107	8	12
108	8	12
109	8	12
110	10	12
111	14	12
112	2	12
113	5	12
114	7	12
115	7	12
116	12	12
117	13	12
118	13	12
119	18	12
120	1	13
121	2	13
122	5	13
123	8	13
124	4	13
125	9	13
126	14	13
127	14	13
128	1	14
129	4	14
130	13	14
131	14	14
132	1	15
133	1	15
134	7	15
135	8	15
136	9	15
137	9	15
138	10	15
139	13	15
140	13	15
141	14	15
142	16	15
143	17	15
144	0	15
145	0	15
146	0	15
147	2	15
148	4	15
149	7	15
150	8	15
151	9	15
152	9	15
153	11	15
154	11	15
155	12	15
156	14	15
157	14	15
158	16	15
159	17	15
160	18	15
161	17	16
162	8	16
163	11	16
164	13	16
165	8	17
166	10	17
167	7	17
168	13	17
169	2	18
170	13	18
171	17	18
172	2	18
173	3	18
174	6	18
175	7	18
176	8	18
177	8	18
178	10	18
179	10	18
180	13	18
181	14	18
182	18	18
183	4	19
184	7	19
185	8	19
186	9	19
187	0	19
188	2	19
189	2	19
190	9	19
191	13	19
192	13	19
193	14	19
194	5	20
195	10	20
196	0	20
197	6	20
198	7	20
199	11	20
