SSM_index	seg_index	subclone_ID
0	2	1
1	3	1
2	12	1
3	16	1
4	17	1
5	3	1
6	3	1
7	3	1
8	4	1
9	5	1
10	6	1
11	7	1
12	9	1
13	10	1
14	11	1
15	12	1
16	13	1
17	15	1
18	15	1
19	17	1
20	0	2
21	3	2
22	3	2
23	6	2
24	14	2
25	2	2
26	4	2
27	5	2
28	5	2
29	5	2
30	12	2
31	14	2
32	4	3
33	3	4
34	8	4
35	9	4
36	9	4
37	1	4
38	19	4
39	5	5
40	8	5
41	16	5
42	3	5
43	1	6
44	2	6
45	2	6
46	2	6
47	5	6
48	5	6
49	6	6
50	16	6
51	1	6
52	2	6
53	3	6
54	7	6
55	10	6
56	17	6
57	1	7
58	5	7
59	1	7
60	1	7
61	3	7
62	3	7
63	3	7
64	3	7
65	11	7
66	11	7
67	1	8
68	1	8
69	2	8
70	3	8
71	3	8
72	3	8
73	3	8
74	3	8
75	4	8
76	5	8
77	5	8
78	6	8
79	6	8
80	6	8
81	9	8
82	9	8
83	10	8
84	11	8
85	11	8
86	12	8
87	12	8
88	12	8
89	12	8
90	14	8
91	15	8
92	15	8
93	15	8
94	15	8
95	16	8
96	17	8
97	17	8
98	17	8
99	18	8
100	0	8
101	1	8
102	1	8
103	1	8
104	2	8
105	2	8
106	2	8
107	3	8
108	3	8
109	3	8
110	3	8
111	5	8
112	6	8
113	6	8
114	6	8
115	7	8
116	8	8
117	8	8
118	9	8
119	11	8
120	13	8
121	15	8
122	15	8
123	0	9
124	0	9
125	2	9
126	2	9
127	3	9
128	3	9
129	3	9
130	8	9
131	14	9
132	16	9
133	1	9
134	1	9
135	2	9
136	3	9
137	3	9
138	5	9
139	5	9
140	8	9
141	8	9
142	8	9
143	8	9
144	11	9
145	17	9
146	18	9
147	2	10
148	3	10
149	4	10
150	7	10
151	17	10
152	19	10
153	0	10
154	0	10
155	0	10
156	3	10
157	11	10
158	19	10
159	19	10
160	0	11
161	0	11
162	2	11
163	8	11
164	13	11
165	3	12
166	9	12
167	0	13
168	0	13
169	0	13
170	0	13
171	8	13
172	12	13
173	19	13
174	2	13
175	8	13
176	13	13
177	17	13
178	8	14
179	9	14
180	10	14
181	0	15
182	0	16
183	10	17
184	3	17
185	3	17
186	8	17
187	9	17
188	11	18
189	0	19
190	11	20
191	16	20
192	18	20
193	3	20
194	3	20
195	5	20
196	5	20
197	6	20
198	9	20
199	15	20
