subclone_ID	frequencies
1	0.622983776623	0.52018915805
2	0.0705620018774	0.22107891678
3	0.0679379524774	0.198124536866
4	0.0413970444062	0.130803507585
5	0.0407567604485	0.0153064183501
6	0.550997730469	0.451632822796
7	0.291281622349	0.350123475855
8	0.286085119248	0.344212171509
9	0.00430512503607	0.0946859549687
10	0.239005650341	0.180822325459
11	0.229789324333	0.16873338229
12	0.169166277579	0.0924967611969
13	0.110942710504	0.0835591052319
14	0.0445311675369	0.0089448034372
15	0.0239039363734	0.00401592686624
16	0.22742878872	0.138507953865
17	0.200239034561	0.130518161138
18	0.0719546329939	0.0723061225846
19	0.0109373391942	0.0203854843684
20	0.124288022953	0.0720380966873
