subclone_ID	frequencies
1	0.902557315684	0.82966411978
2	0.0895985931024	0.111927278148
3	0.0675500763012	0.0781571771236
4	0.878270654753	0.820174127673
5	0.742647437443	0.678682549162
6	0.660329268952	0.616318103579
7	0.616689998635	0.603337298764
8	0.321559299543	0.354758769828
9	0.242421775156	0.21635608003
10	0.0180633978986	0.0762654712738
11	0.166620262745	0.177906419669
12	0.151666024021	0.0526020768012
13	0.0154198815466	0.0478790484551
14	0.135119873461	0.117887824144
15	0.121110707797	0.0583200631625
16	0.0686423077906	0.0321489613863
17	0.0196664663632	0.0284380479974
18	0.0622705328773	0.216655538981
19	0.0181546548578	0.153467693098
20	0.00370067277765	0.039291204904
