SSM_index	seg_index	subclone_ID
0	1	1
1	4	1
2	16	1
3	20	1
4	20	1
5	27	1
6	27	1
7	31	1
8	4	1
9	13	1
10	20	1
11	23	1
12	25	1
13	30	1
14	33	1
15	4	2
16	11	2
17	12	2
18	13	2
19	36	2
20	7	2
21	15	2
22	20	2
23	6	3
24	12	3
25	12	3
26	13	3
27	24	3
28	27	3
29	27	3
30	32	3
31	33	3
32	36	3
33	39	3
34	8	3
35	25	3
36	1	4
37	3	4
38	5	4
39	9	4
40	9	4
41	9	4
42	9	4
43	11	4
44	12	4
45	13	4
46	24	4
47	25	4
48	32	4
49	0	4
50	2	4
51	10	4
52	13	4
53	15	4
54	16	4
55	27	4
56	30	4
57	31	4
58	32	4
59	11	5
60	17	5
61	20	5
62	20	5
63	35	5
64	21	5
65	32	5
66	39	5
67	8	6
68	9	6
69	20	6
70	25	6
71	29	6
72	32	6
73	35	6
74	7	6
75	21	6
76	8	7
77	9	7
78	9	7
79	34	7
80	34	7
81	2	8
82	4	8
83	5	8
84	8	8
85	13	8
86	23	8
87	26	8
88	32	8
89	7	8
90	16	8
91	19	8
92	23	8
93	36	8
94	12	9
95	27	9
96	31	9
97	23	10
98	4	10
99	17	10
100	20	10
101	31	10
102	16	11
103	17	11
104	23	11
105	24	11
106	26	11
107	26	11
108	19	12
109	12	13
110	12	13
111	25	13
112	30	13
113	2	13
114	10	13
115	31	13
116	12	14
117	26	14
118	35	14
119	11	14
120	14	14
121	22	14
122	38	14
123	38	14
124	0	15
125	5	15
126	7	15
127	12	15
128	15	15
129	22	15
130	24	15
131	30	15
132	3	15
133	22	15
134	36	15
135	8	16
136	15	16
137	16	16
138	17	16
139	17	16
140	21	16
141	32	16
142	33	16
143	34	16
144	7	16
145	9	16
146	13	16
147	20	16
148	29	16
149	32	16
150	2	17
151	9	17
152	9	17
153	17	17
154	22	17
155	32	17
156	34	17
157	37	17
158	39	17
159	12	17
160	23	17
161	4	18
162	9	18
163	23	18
164	24	18
165	24	18
166	30	18
167	33	18
168	35	18
169	4	18
170	7	18
171	8	18
172	9	18
173	12	18
174	21	18
175	25	18
176	25	18
177	30	18
178	32	18
179	32	18
180	10	19
181	11	19
182	9	19
183	13	19
184	2	20
185	3	20
186	5	20
187	8	20
188	13	20
189	20	20
190	29	20
191	32	20
192	34	20
193	34	20
194	2	20
195	7	20
196	11	20
197	30	20
198	38	20
199	39	20
