SSM_index	seg_index	subclone_ID
0	0	1
1	2	1
2	3	1
3	0	2
4	1	2
5	1	2
6	2	2
7	4	2
8	5	2
9	6	2
10	6	2
11	8	2
12	8	2
13	0	2
14	0	3
15	1	3
16	3	3
17	3	3
18	6	3
19	6	3
20	6	3
21	8	3
22	8	3
23	1	3
24	5	3
25	0	4
26	1	4
27	3	4
28	9	4
29	1	4
30	2	4
31	5	4
32	1	5
33	1	5
34	1	5
35	1	5
36	2	5
37	5	5
38	6	5
39	8	5
40	4	5
41	6	5
42	3	6
43	6	6
44	8	6
45	2	6
46	1	7
47	8	7
48	0	7
49	0	8
50	1	8
51	2	8
52	2	8
53	3	8
54	5	8
55	5	8
56	5	8
57	7	8
58	8	8
59	9	8
60	9	8
61	9	8
62	0	8
63	1	8
64	1	8
65	2	8
66	5	8
67	6	8
68	8	8
69	8	9
70	1	10
71	1	10
72	1	10
73	1	10
74	1	10
75	1	10
76	2	10
77	2	10
78	3	10
79	3	10
80	4	10
81	7	10
82	8	10
83	8	10
84	1	10
85	1	10
86	1	10
87	1	10
88	1	10
89	5	10
90	5	10
91	0	11
92	1	11
93	1	11
94	3	11
95	6	11
96	8	11
97	9	11
98	1	11
99	1	11
100	2	11
101	2	11
102	5	12
103	5	13
104	2	13
105	3	13
106	6	13
107	8	13
108	1	14
109	1	14
110	1	14
111	1	14
112	1	14
113	4	14
114	6	14
115	7	14
116	0	14
117	0	14
118	1	14
119	4	14
120	6	14
121	0	15
122	0	15
123	0	15
124	1	15
125	1	15
126	1	15
127	1	15
128	1	15
129	1	15
130	1	15
131	1	15
132	2	15
133	3	15
134	4	15
135	6	15
136	6	15
137	6	15
138	8	15
139	9	15
140	1	15
141	0	16
142	0	16
143	0	16
144	0	16
145	1	16
146	1	16
147	2	16
148	2	16
149	2	16
150	2	16
151	2	16
152	3	16
153	4	16
154	5	16
155	5	16
156	5	16
157	6	16
158	6	16
159	6	16
160	8	16
161	8	16
162	9	16
163	1	16
164	1	16
165	3	16
166	8	16
167	8	16
168	1	17
169	1	17
170	2	17
171	4	17
172	6	17
173	6	17
174	8	17
175	9	17
176	0	17
177	6	17
178	8	17
179	0	18
180	6	18
181	0	18
182	2	18
183	6	18
184	1	19
185	1	19
186	1	19
187	1	19
188	3	19
189	5	19
190	8	19
191	8	19
192	0	19
193	0	19
194	0	19
195	5	19
196	6	19
197	1	20
198	8	20
199	8	20
