SSM_index	seg_index	subclone_ID
0	6	1
1	38	1
2	5	1
3	6	1
4	10	1
5	11	1
6	11	1
7	22	1
8	30	1
9	30	1
10	29	2
11	24	3
12	26	3
13	27	3
14	38	3
15	38	3
16	0	3
17	1	3
18	21	3
19	24	3
20	36	3
21	37	3
22	23	4
23	26	4
24	30	4
25	37	4
26	0	4
27	0	4
28	25	4
29	0	5
30	6	5
31	13	5
32	17	5
33	27	5
34	39	5
35	6	5
36	30	5
37	30	5
38	6	6
39	7	6
40	27	6
41	30	6
42	13	6
43	14	6
44	15	6
45	17	6
46	28	6
47	30	6
48	36	6
49	37	6
50	37	6
51	5	7
52	12	7
53	5	8
54	5	8
55	5	8
56	33	8
57	5	8
58	5	8
59	14	8
60	15	8
61	17	8
62	17	8
63	18	8
64	28	8
65	31	8
66	37	8
67	11	9
68	10	9
69	15	9
70	34	9
71	6	10
72	9	10
73	13	10
74	29	10
75	31	10
76	32	10
77	37	10
78	38	10
79	11	10
80	13	10
81	14	10
82	18	10
83	18	10
84	21	10
85	33	10
86	37	10
87	6	11
88	12	11
89	12	11
90	27	11
91	5	12
92	8	12
93	23	12
94	34	12
95	35	12
96	0	12
97	19	12
98	31	12
99	30	13
100	6	14
101	11	14
102	20	14
103	24	14
104	24	14
105	27	14
106	37	14
107	38	14
108	39	14
109	8	14
110	10	14
111	12	14
112	13	14
113	20	14
114	30	14
115	32	14
116	32	14
117	34	14
118	4	15
119	4	15
120	4	15
121	27	15
122	27	15
123	31	15
124	32	15
125	32	15
126	37	15
127	2	15
128	2	15
129	4	15
130	8	15
131	12	15
132	19	15
133	23	15
134	23	15
135	24	15
136	30	15
137	34	15
138	35	15
139	37	15
140	0	16
141	0	16
142	3	16
143	6	16
144	21	16
145	22	16
146	22	16
147	22	16
148	30	16
149	34	16
150	37	16
151	37	16
152	0	16
153	1	16
154	12	16
155	18	16
156	18	16
157	23	16
158	24	16
159	27	16
160	28	16
161	29	16
162	35	16
163	38	16
164	38	16
165	2	17
166	2	17
167	29	17
168	29	18
169	15	19
170	17	19
171	30	19
172	37	19
173	26	19
174	26	19
175	26	19
176	28	19
177	5	20
178	5	20
179	17	20
180	22	20
181	33	20
182	33	20
183	35	20
184	36	20
185	36	20
186	38	20
187	0	20
188	2	20
189	5	20
190	5	20
191	11	20
192	12	20
193	15	20
194	15	20
195	17	20
196	18	20
197	30	20
198	34	20
199	37	20
