SSM_index	seg_index	subclone_ID
0	30	1
1	12	1
2	15	1
3	2	2
4	13	2
5	23	2
6	26	2
7	26	2
8	30	2
9	32	2
10	35	2
11	1	2
12	4	2
13	5	2
14	6	2
15	8	2
16	8	2
17	10	2
18	13	2
19	16	2
20	18	2
21	31	2
22	33	2
23	35	2
24	38	2
25	4	3
26	9	3
27	11	3
28	18	3
29	20	3
30	25	3
31	34	3
32	34	3
33	37	3
34	4	3
35	24	3
36	25	3
37	25	3
38	34	3
39	34	3
40	37	3
41	39	3
42	8	4
43	11	4
44	37	4
45	7	4
46	39	4
47	16	5
48	36	5
49	34	5
50	5	6
51	5	6
52	13	6
53	19	6
54	20	6
55	27	6
56	33	6
57	34	6
58	5	6
59	8	6
60	8	6
61	11	6
62	11	6
63	17	6
64	30	6
65	34	6
66	35	6
67	39	6
68	34	7
69	4	8
70	32	8
71	8	9
72	11	9
73	24	9
74	29	9
75	36	9
76	36	9
77	38	9
78	4	9
79	9	9
80	10	9
81	10	9
82	13	9
83	19	9
84	25	9
85	26	9
86	30	9
87	38	9
88	5	10
89	7	10
90	24	10
91	28	10
92	8	10
93	18	10
94	36	10
95	38	10
96	5	11
97	16	11
98	17	11
99	35	11
100	26	11
101	2	12
102	8	12
103	8	12
104	14	12
105	20	12
106	24	12
107	25	12
108	25	12
109	30	12
110	31	12
111	36	12
112	5	12
113	12	12
114	16	12
115	16	12
116	17	12
117	24	12
118	24	12
119	25	12
120	28	12
121	29	12
122	14	13
123	15	13
124	30	13
125	33	13
126	35	13
127	35	13
128	35	13
129	37	13
130	2	13
131	9	13
132	18	13
133	20	13
134	24	13
135	29	13
136	34	13
137	33	14
138	1	14
139	5	14
140	8	14
141	21	14
142	2	15
143	13	15
144	34	15
145	38	15
146	1	15
147	4	15
148	8	15
149	18	15
150	30	15
151	34	15
152	35	15
153	4	16
154	14	16
155	18	16
156	1	17
157	2	17
158	5	17
159	5	17
160	6	17
161	8	17
162	12	17
163	18	17
164	19	17
165	20	17
166	25	17
167	27	17
168	36	17
169	39	17
170	6	17
171	11	17
172	24	17
173	29	17
174	35	17
175	34	18
176	11	18
177	28	18
178	39	18
179	11	19
180	25	19
181	26	19
182	1	19
183	1	19
184	4	19
185	8	19
186	12	19
187	21	19
188	21	19
189	23	19
190	29	19
191	32	19
192	2	20
193	11	20
194	25	20
195	0	20
196	3	20
197	8	20
198	14	20
199	21	20
