SSM_index	CNA_index
0	16
0	34
2	1
3	1
4	12
5	12
6	2
7	8
8	14
9	9
10	9
11	16
11	34
12	5
13	6
13	7
13	11
13	37
14	13
15	13
16	12
18	8
19	13
20	15
20	36
21	15
21	36
24	12
25	12
26	12
28	8
29	8
30	8
31	8
32	14
33	14
34	9
35	38
36	39
37	39
38	39
39	39
40	7
40	11
40	37
41	7
41	11
41	37
42	13
43	13
44	13
45	13
46	15
46	36
47	15
47	36
49	12
50	12
51	39
52	13
53	39
54	35
55	15
55	36
56	15
56	36
57	15
57	36
58	15
58	36
68	16
68	34
69	16
69	34
70	16
70	34
71	38
72	38
73	38
74	38
75	38
76	38
77	39
78	39
79	39
80	39
81	37
82	37
83	37
84	37
85	37
86	37
96	29
97	32
99	24
100	30
101	33
102	25
103	25
104	26
106	27
123	32
124	32
125	33
126	33
127	33
128	33
129	33
130	33
131	33
140	38
141	36
142	36
143	36
144	36
145	36
157	38
158	38
159	38
160	38
161	38
162	39
163	39
164	39
165	39
166	39
167	39
168	39
169	39
170	37
171	37
172	37
173	37
174	37
175	39
176	39
177	39
180	38
185	39
186	39
187	39
188	39
189	39
190	39
191	39
192	39
