SSM_index	seg_index	subclone_ID
0	4	1
1	9	1
2	1	1
3	7	1
4	14	1
5	16	1
6	19	1
7	8	2
8	10	2
9	11	2
10	11	2
11	19	2
12	8	2
13	14	2
14	16	2
15	0	3
16	1	3
17	15	3
18	4	4
19	4	4
20	8	4
21	11	4
22	12	4
23	8	4
24	13	4
25	19	4
26	1	5
27	6	5
28	12	5
29	19	5
30	5	5
31	6	5
32	9	5
33	16	5
34	17	5
35	18	5
36	19	5
37	1	6
38	4	6
39	4	6
40	10	6
41	17	6
42	17	6
43	0	6
44	1	6
45	2	6
46	5	6
47	8	6
48	11	6
49	11	6
50	16	6
51	17	6
52	19	6
53	1	7
54	19	7
55	8	7
56	10	7
57	15	7
58	0	8
59	13	8
60	19	8
61	19	8
62	1	8
63	1	8
64	2	8
65	5	8
66	12	8
67	12	8
68	17	8
69	4	9
70	4	9
71	8	9
72	17	9
73	5	9
74	12	9
75	13	9
76	14	9
77	15	9
78	17	9
79	9	10
80	13	10
81	6	11
82	0	12
83	0	12
84	0	12
85	0	12
86	1	12
87	4	12
88	5	12
89	7	12
90	8	12
91	8	12
92	8	12
93	9	12
94	10	12
95	11	12
96	11	12
97	15	12
98	15	12
99	15	12
100	16	12
101	16	12
102	0	12
103	0	12
104	1	12
105	2	12
106	5	12
107	8	12
108	8	12
109	8	12
110	8	12
111	9	12
112	10	12
113	10	12
114	10	12
115	10	12
116	11	12
117	11	12
118	11	12
119	11	12
120	11	12
121	12	12
122	13	12
123	13	12
124	15	12
125	16	12
126	16	12
127	16	12
128	17	12
129	19	12
130	19	12
131	4	13
132	2	13
133	7	13
134	10	13
135	15	13
136	19	13
137	10	14
138	10	14
139	11	14
140	15	14
141	15	14
142	16	14
143	18	14
144	2	14
145	2	14
146	5	14
147	6	14
148	7	14
149	8	14
150	8	14
151	12	14
152	12	14
153	15	14
154	17	14
155	17	14
156	9	15
157	1	16
158	4	16
159	9	16
160	10	16
161	15	16
162	0	16
163	2	16
164	2	16
165	5	16
166	8	16
167	8	16
168	10	16
169	12	16
170	15	16
171	19	16
172	7	17
173	8	17
174	10	17
175	15	17
176	19	17
177	1	17
178	5	17
179	7	17
180	8	17
181	8	17
182	8	17
183	12	17
184	4	18
185	15	18
186	16	18
187	11	18
188	4	19
189	1	19
190	6	19
191	1	20
192	4	20
193	13	20
194	18	20
195	19	20
196	2	20
197	10	20
198	15	20
199	19	20
