subclone_ID	frequencies
1	0.918395596583	0.669158390257
2	0.847172455067	0.60302100686
3	0.802734947061	0.548142259411
4	0.738637378216	0.431841008883
5	0.634716819626	0.29135449247
6	0.612822906093	0.246155711469
7	0.499768668921	0.23416730967
8	0.0813937133735	0.105347280463
9	0.0287830736633	0.0424901557028
10	0.0595887834905	0.314578842485
11	0.0510364020832	0.181675023379
12	0.0412849458402	0.0374563439531
13	0.00538991412283	0.0371127907105
14	0.00360288287232	0.0811769068698
15	0.498480286148	0.209666128654
16	0.428492960445	0.177607783008
17	0.387992447308	0.169366414821
18	0.271651309232	0.0673019019046
19	0.186130672798	0.0315917029338
20	0.0125900224931	0.00558272199194
