SSM_index	seg_index	subclone_ID
0	1	1
1	7	1
2	7	1
3	15	1
4	18	1
5	3	1
6	8	1
7	8	1
8	12	1
9	13	1
10	0	2
11	2	2
12	17	2
13	4	3
14	12	3
15	18	3
16	0	4
17	4	4
18	13	4
19	19	4
20	1	4
21	1	4
22	7	4
23	4	5
24	4	5
25	4	5
26	8	5
27	12	5
28	18	5
29	18	5
30	19	5
31	9	5
32	11	6
33	12	6
34	16	6
35	17	6
36	0	7
37	4	7
38	4	7
39	10	7
40	6	7
41	18	7
42	7	8
43	15	8
44	15	8
45	16	8
46	1	8
47	1	8
48	6	8
49	10	8
50	18	8
51	4	9
52	13	9
53	4	10
54	18	10
55	1	10
56	0	11
57	1	11
58	1	11
59	1	11
60	2	11
61	4	11
62	4	11
63	5	11
64	5	11
65	10	11
66	11	11
67	12	11
68	12	11
69	15	11
70	15	11
71	16	11
72	17	11
73	17	11
74	17	11
75	17	11
76	19	11
77	19	11
78	0	11
79	1	11
80	1	11
81	2	11
82	4	11
83	5	11
84	6	11
85	6	11
86	7	11
87	9	11
88	9	11
89	10	11
90	12	11
91	18	11
92	0	12
93	1	12
94	4	12
95	4	12
96	4	12
97	5	12
98	6	12
99	10	12
100	15	12
101	17	12
102	18	12
103	0	12
104	1	12
105	6	12
106	12	12
107	12	12
108	18	12
109	0	13
110	3	13
111	4	13
112	4	13
113	5	13
114	6	13
115	6	13
116	6	13
117	7	13
118	10	13
119	12	13
120	12	13
121	12	13
122	13	13
123	18	13
124	6	13
125	7	13
126	7	14
127	0	15
128	1	15
129	1	15
130	1	15
131	1	15
132	1	15
133	4	15
134	6	15
135	6	15
136	7	15
137	10	15
138	11	15
139	11	15
140	12	15
141	15	15
142	16	15
143	17	15
144	17	15
145	18	15
146	19	15
147	19	15
148	19	15
149	0	15
150	0	15
151	1	15
152	2	15
153	3	15
154	4	15
155	6	15
156	8	15
157	10	15
158	11	15
159	11	15
160	17	15
161	0	16
162	3	16
163	6	16
164	7	16
165	11	16
166	12	16
167	12	16
168	15	16
169	15	16
170	17	16
171	17	16
172	1	16
173	12	16
174	14	16
175	15	16
176	10	17
177	17	17
178	1	18
179	6	18
180	6	18
181	10	18
182	12	18
183	17	18
184	19	18
185	8	18
186	10	19
187	12	19
188	13	19
189	16	19
190	17	19
191	17	19
192	18	19
193	4	19
194	9	19
195	12	19
196	0	20
197	7	20
198	18	20
199	0	20
