subclone_ID	frequencies
1	0.848927961735	0.716535491778
2	0.0311976745684	0.00222488711937
3	0.11199132382	0.240296371941
4	0.098167023486	0.0495063389778
5	0.0573733284585	0.0289878634601
6	0.73141459145	0.695560418686
7	0.64198617474	0.685411866506
8	0.639960951366	0.660271232574
9	0.244782517529	0.322279654386
10	0.0995635443042	0.285894187711
11	0.0892175898371	0.201627268747
12	0.0583104351575	0.176347882499
13	0.0211270511724	0.140418089712
14	0.369672212742	0.293895551686
15	0.334710035886	0.285888932409
16	0.290060424962	0.221311232838
17	0.147975690981	0.0149430986476
18	0.119567119841	0.13713388198
19	0.0553092568298	0.107483109755
20	0.0369800668086	0.0272027427722
