SSM_index	seg_index	subclone_ID
0	0	1
1	0	2
2	0	2
3	1	2
4	1	2
5	2	2
6	2	2
7	3	2
8	4	2
9	4	2
10	5	2
11	6	2
12	8	2
13	8	2
14	9	2
15	3	2
16	9	2
17	0	3
18	1	3
19	1	3
20	5	3
21	2	3
22	3	3
23	5	3
24	1	4
25	1	4
26	6	4
27	0	5
28	0	5
29	2	5
30	2	5
31	2	5
32	3	5
33	4	5
34	4	5
35	5	5
36	6	5
37	7	5
38	7	5
39	8	5
40	8	5
41	8	5
42	8	5
43	8	5
44	0	5
45	0	5
46	0	5
47	0	5
48	0	5
49	0	5
50	1	5
51	2	5
52	2	5
53	2	5
54	3	5
55	4	5
56	5	5
57	5	5
58	8	5
59	8	5
60	8	5
61	9	5
62	9	5
63	0	6
64	0	6
65	3	6
66	3	6
67	3	6
68	3	6
69	5	6
70	6	6
71	7	6
72	8	6
73	8	6
74	1	6
75	1	6
76	1	6
77	2	6
78	3	6
79	3	6
80	4	6
81	5	6
82	5	6
83	6	6
84	6	6
85	7	6
86	8	6
87	8	6
88	9	6
89	2	7
90	3	7
91	5	7
92	8	7
93	0	7
94	2	7
95	3	7
96	5	7
97	5	7
98	8	7
99	1	8
100	5	8
101	3	8
102	4	8
103	6	9
104	1	10
105	2	10
106	3	10
107	5	10
108	0	10
109	0	10
110	1	10
111	4	10
112	5	10
113	7	10
114	2	11
115	4	11
116	8	11
117	4	11
118	5	11
119	6	11
120	0	12
121	0	12
122	5	12
123	5	12
124	8	12
125	0	12
126	0	12
127	2	12
128	5	12
129	3	13
130	5	13
131	6	13
132	6	13
133	0	13
134	1	13
135	2	13
136	5	13
137	5	13
138	6	13
139	2	14
140	5	14
141	7	14
142	8	14
143	0	14
144	1	14
145	3	14
146	7	14
147	7	14
148	8	14
149	0	15
150	0	15
151	0	15
152	5	15
153	6	15
154	8	15
155	8	15
156	0	15
157	0	15
158	2	15
159	2	15
160	2	15
161	3	15
162	3	15
163	5	15
164	5	15
165	5	15
166	6	15
167	7	15
168	8	15
169	8	15
170	8	15
171	8	15
172	8	16
173	6	16
174	2	17
175	2	17
176	6	17
177	8	17
178	5	18
179	8	18
180	1	19
181	2	19
182	2	19
183	3	19
184	7	19
185	7	19
186	0	19
187	1	19
188	1	19
189	2	19
190	3	19
191	3	19
192	5	19
193	7	19
194	8	19
195	1	20
196	5	20
197	5	20
198	5	20
199	8	20
