SSM_index	seg_index	subclone_ID
0	0	1
1	6	1
2	7	1
3	7	1
4	8	1
5	2	2
6	2	2
7	6	2
8	8	2
9	8	3
10	1	3
11	3	3
12	8	3
13	9	3
14	0	4
15	3	4
16	7	4
17	9	4
18	0	4
19	5	4
20	7	4
21	1	5
22	5	5
23	1	5
24	2	5
25	8	5
26	0	6
27	2	6
28	2	6
29	3	6
30	5	6
31	5	6
32	5	6
33	5	6
34	6	6
35	7	6
36	7	6
37	7	6
38	7	6
39	8	6
40	9	6
41	9	6
42	9	6
43	1	6
44	1	6
45	1	6
46	3	6
47	5	6
48	7	6
49	7	6
50	9	6
51	3	7
52	6	7
53	2	7
54	4	7
55	4	7
56	8	7
57	8	8
58	6	9
59	8	9
60	0	9
61	1	10
62	5	10
63	8	10
64	1	10
65	1	10
66	1	10
67	2	10
68	5	10
69	6	10
70	6	10
71	8	10
72	9	10
73	9	10
74	2	11
75	5	11
76	5	11
77	8	11
78	1	11
79	1	11
80	1	11
81	2	11
82	5	11
83	7	11
84	7	11
85	8	11
86	9	11
87	3	12
88	5	12
89	0	13
90	4	13
91	9	13
92	9	13
93	7	13
94	8	13
95	0	14
96	0	14
97	3	14
98	3	14
99	3	14
100	4	14
101	8	14
102	1	14
103	3	14
104	7	14
105	7	14
106	7	14
107	0	15
108	0	15
109	0	15
110	3	15
111	5	15
112	6	15
113	7	15
114	2	15
115	6	15
116	7	15
117	0	16
118	4	16
119	5	16
120	6	16
121	6	16
122	6	16
123	8	16
124	4	16
125	7	16
126	7	16
127	9	16
128	0	17
129	0	17
130	1	17
131	1	17
132	1	17
133	1	17
134	1	17
135	3	17
136	3	17
137	3	17
138	5	17
139	5	17
140	5	17
141	5	17
142	5	17
143	5	17
144	6	17
145	6	17
146	6	17
147	6	17
148	6	17
149	6	17
150	7	17
151	7	17
152	7	17
153	7	17
154	7	17
155	8	17
156	8	17
157	8	17
158	8	17
159	0	17
160	0	17
161	0	17
162	2	17
163	2	17
164	4	17
165	4	17
166	4	17
167	5	17
168	5	17
169	5	17
170	5	17
171	6	17
172	6	17
173	7	17
174	7	17
175	7	17
176	7	17
177	7	17
178	7	17
179	7	17
180	2	18
181	5	18
182	5	18
183	8	18
184	8	18
185	1	19
186	1	19
187	1	19
188	2	19
189	2	19
190	6	19
191	7	19
192	8	19
193	0	19
194	7	19
195	7	19
196	5	20
197	7	20
198	8	20
199	0	20
