subclone_ID	frequencies
1	0.993111061999	0.807441054351
2	0.954748345868	0.807308463634
3	0.926273959952	0.75450582705
4	0.797024395827	0.720566081683
5	0.0557323142236	0.0391310386334
6	0.127970598832	0.0279024934873
7	0.646301415982	0.652556924772
8	0.377463764357	0.404198602081
9	0.369493906084	0.402075841044
10	0.125130911613	0.00355239290018
11	0.196422859807	0.383728207739
12	0.194759698218	0.323989809517
13	0.164526444585	0.256509772626
14	0.154164308172	0.217109568193
15	0.0779230870186	0.0497000010079
16	0.0344690649435	0.0190044943525
17	0.193896433222	0.145913864661
18	0.136526608229	0.1249090211
19	0.0384566822301	0.103806447754
20	0.0274506139778	0.0488317429024
